source	target	similarity	repet	variance
NR_036508.1|non-coding_RNA|LOC100128398|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.340	1	0.000
NR_027334.2|long_non-coding_RNA|MZF1-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.750	1	0.000
NR_109990.1|long_non-coding_RNA|NRSN2-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.650	1	0.000
NR_109990.1|long_non-coding_RNA|NRSN2-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.330	1	0.000
NR_110090.1|long_non-coding_RNA|SIRPG-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.560	1	0.000
NR_037921.1|long_non-coding_RNA|MAVS|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.100	2	0.314
NR_136715.1|non-coding_RNA|PANK2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.447	3	0.859
NR_134574.1|non-coding_RNA|GINS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.960	1	0.000
NR_134574.1|non-coding_RNA|GINS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.330	1	0.000
NR_134574.1|non-coding_RNA|GINS1|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	84.310	1	0.000
NR_110003.1|long_non-coding_RNA|LINC01733|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.410	1	0.000
NR_040095.1|long_non-coding_RNA|MIR663AHG|Nosynon	NR_040095.1|long_non-coding_RNA|MIR663AHG|Nosynon	100.000	1	0.000
NR_119376.1|non-coding_RNA|FER1L4|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.860	1	0.000
NR_119376.1|non-coding_RNA|FER1L4|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	85.430	1	0.000
NR_038370.1|long_non-coding_RNA|NDRG3|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.940	1	0.000
NR_038370.1|long_non-coding_RNA|NDRG3|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.910	1	0.000
NR_110016.1|long_non-coding_RNA|LINC01429|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.020	1	0.000
NR_110051.1|long_non-coding_RNA|LOC101927770|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.190	1	0.000
NR_046099.1|long_non-coding_RNA|MIR646HG|Nosynon	NR_046099.1|long_non-coding_RNA|MIR646HG|Nosynon	100.000	1	0.000
NR_046099.1|long_non-coding_RNA|MIR646HG|Nosynon	NR_045385.1|long_non-coding_RNA|ASAP1-IT2|Nosynon	84.170	1	0.000
NR_046099.1|long_non-coding_RNA|MIR646HG|Nosynon	NR_038859.1|long_non-coding_RNA|LINC00311|Nosynon	83.710	1	0.000
NR_046099.1|long_non-coding_RNA|MIR646HG|Nosynon	NR_038841.1|non-coding_RNA|LOC100506746|Nosynon	83.520	1	0.000
NR_046099.1|long_non-coding_RNA|MIR646HG|Nosynon	NR_134677.1|non-coding_RNA|WDR31|Nosynon	83.100	1	0.000
NR_046099.1|long_non-coding_RNA|MIR646HG|Nosynon	NR_036481.2|non-coding_RNA|FGD5P1|Nosynon	82.290	1	0.000
NR_046099.1|long_non-coding_RNA|MIR646HG|Nosynon	NR_110905.1|non-coding_RNA|AP1S3|Nosynon	88.510	1	0.000
NR_046099.1|long_non-coding_RNA|MIR646HG|Nosynon	NR_046226.1|long_non-coding_RNA|CPB2-AS1|Nosynon	95.450	1	0.000
NR_046099.1|long_non-coding_RNA|MIR646HG|Nosynon	NR_073037.1|long_non-coding_RNA|STOM|Nosynon	89.060	1	0.000
NR_046099.1|long_non-coding_RNA|MIR646HG|Nosynon	NR_040241.1|non-coding_RNA|MPPE1|Nosynon	94.380	1	0.000
NR_027790.3|long_non-coding_RNA|MIR99AHG|Nosynon	NR_027790.3|long_non-coding_RNA|MIR99AHG|Nosynon	100.000	1	0.000
NR_109925.1|long_non-coding_RNA|MIR548XHG|Nosynon	NR_109925.1|long_non-coding_RNA|MIR548XHG|Nosynon	100.000	1	0.000
NR_109925.1|long_non-coding_RNA|MIR548XHG|Nosynon	NR_125409.1|long_non-coding_RNA|LOC102724699|Nosynon	87.420	1	0.000
NR_072999.1|non-coding_RNA|JAM2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.050	1	0.000
NR_040016.1|long_non-coding_RNA|TMEM50B|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.270	1	0.000
NR_040016.1|long_non-coding_RNA|TMEM50B|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.100	1	0.000
NR_038883.2|long_non-coding_RNA|LINC00649|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.790	1	0.000
NR_038885.1|non-coding_RNA|LOC100506385|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	88.720	1	0.000
NR_038885.1|non-coding_RNA|LOC100506385|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.550	1	0.000
NR_038896.1|long_non-coding_RNA|DSCAM-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.500	1	0.000
NR_046020.1|long_non-coding_RNA|TMPRSS3|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	85.710	1	0.000
NR_104274.2|non-coding_RNA|TANGO2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.730	1	0.000
NR_038460.1|non-coding_RNA|LOC284865|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.270	1	0.000
NR_027426.2|long_non-coding_RNA|LL22NC03-63E9.3|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.310	1	0.000
NR_038941.1|non-coding_RNA|LOC100128531|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.720	1	0.000
NR_038941.1|non-coding_RNA|LOC100128531|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	87.500	1	0.000
NR_134560.1|non-coding_RNA|HSCB|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.940	1	0.000
NR_046851.1|long_non-coding_RNA|ZNRF3-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.740	2	0.022
NR_046851.1|long_non-coding_RNA|ZNRF3-AS1|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	86.090	1	0.000
NR_120386.1|long_non-coding_RNA|LINC01521|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.937	3	4.842
NR_039988.1|non-coding_RNA|LOC100130899|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.660	1	0.000
NR_104300.1|non-coding_RNA|SERHL2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.760	1	0.000
NR_104300.1|non-coding_RNA|SERHL2|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.730	1	0.000
NR_125362.1|long_non-coding_RNA|LOC100506679|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.120	1	0.000
NR_125362.1|long_non-coding_RNA|LOC100506679|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.200	1	0.000
NR_104292.1|non-coding_RNA|TBC1D22A|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.870	1	0.000
NR_104292.1|non-coding_RNA|TBC1D22A|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.510	1	0.000
NR_037842.1|long_non-coding_RNA|LINC00102|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.180	1	0.000
NR_033717.1|non-coding_RNA|SCML2|Synom:Drosophila	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	91.230	1	0.000
NR_136704.1|non-coding_RNA|KLF8|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.880	2	1.742
NR_136704.1|non-coding_RNA|KLF8|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.125	2	3.667
NR_103715.1|long_non-coding_RNA|LINC00269|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.190	1	0.000
NR_110400.2|long_non-coding_RNA|MIR325HG|Nosynon	NR_110400.2|long_non-coding_RNA|MIR325HG|Nosynon	100.000	2	0.000
NR_104109.1|non-coding_RNA|ATP7A|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.530	1	0.000
NR_104109.1|non-coding_RNA|ATP7A|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.560	1	0.000
NR_037916.1|long_non-coding_RNA|XIAP|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.457	4	6.648
