"","X.tax_id","chromosome","chr_start","chr_stop","chr_orient","contig","ctg_start","ctg_stop","ctg_orient","feature_name","feature_id","feature_type","group_label","transcript","evidence_code"
"2186743",9606,"3",184006338,184011419,"+","NC_000003.12",184006338,184011419,"+","ABCC5-AS1","GeneID:100873982","GENE","GRCh38.p7-Primary Assembly","-",""
"2099319",9606,"3",65893816,65925297,"+","NC_000003.12",65893816,65925297,"+","MAGI1-AS1","GeneID:100873983","GENE","GRCh38.p7-Primary Assembly","-",""
"301225",9606,"1",239898019,239899872,"-","NC_000001.11",239898019,239899872,"-","CHRM3-AS1","GeneID:100873984","GENE","GRCh38.p7-Primary Assembly","-",""
"2194584",9606,"3",192238630,192283097,"+","NC_000003.12",192238630,192283097,"+","FGF12-AS1","GeneID:100873986","GENE","GRCh38.p7-Primary Assembly","-",""
"576292",9606,"11",88504576,88524054,"+","NC_000011.10",88504576,88524054,"+","GRM5-AS1","GeneID:100873989","GENE","GRCh38.p7-Primary Assembly","-",""
"3136902",9606,"X",153968765,153970091,"+","NC_000023.11",153968765,153970091,"+","HCFC1-AS1","GeneID:100873990","GENE","GRCh38.p7-Primary Assembly","-",""
"2082868",9606,"3",52823935,52825314,"+","NC_000003.12",52823935,52825314,"+","ITIH4-AS1","GeneID:100873993","GENE","GRCh38.p7-Primary Assembly","-",""
"158604",9606,"1",111909657,111910930,"+","NC_000001.11",111909657,111910930,"+","KCND3-AS1","GeneID:100873995","GENE","GRCh38.p7-Primary Assembly","-",""
"2544517",9606,"6",73134803,73143514,"-","NC_000006.12",73134803,73143514,"-","KCNQ5-AS1","GeneID:100873997","GENE","GRCh38.p7-Primary Assembly","-",""
"1628454",9606,"2",66439087,66440330,"-","NC_000002.12",66439087,66440330,"-","MEIS1-AS2","GeneID:100873998","GENE","GRCh38.p7-Primary Assembly","-",""
"2356855",9606,"5",41870030,41872241,"+","NC_000005.10",41870030,41872241,"+","OXCT1-AS1","GeneID:100874002","GENE","GRCh38.p7-Primary Assembly","-",""
"3053660",9606,"X",18688643,18692687,"-","NC_000023.11",18688643,18692687,"-","PPEF1-AS1","GeneID:100874004","GENE","GRCh38.p7-Primary Assembly","-",""
"2049145",9606,"3",42530896,42532606,"-","NC_000003.12",42530896,42532606,"-","VIPR1-AS1","GeneID:100874007","GENE","GRCh38.p7-Primary Assembly","-",""
"2179666",9606,"3",173910498,173920796,"-","NC_000003.12",173910498,173920796,"-","NLGN1-AS1","GeneID:100874010","GENE","GRCh38.p7-Primary Assembly","-",""
"1731080",9606,"2",167122809,167140955,"-","NC_000002.12",167122809,167140955,"-","XIRP2-AS1","GeneID:100874011","GENE","GRCh38.p7-Primary Assembly","-",""
"492387",9606,"11",19502672,19507229,"-","NC_000011.10",19502672,19507229,"-","NAV2-AS5","GeneID:100874012","GENE","GRCh38.p7-Primary Assembly","-",""
"492815",9606,"11",20043775,20049303,"-","NC_000011.10",20043775,20049303,"-","NAV2-AS2","GeneID:100874014","GENE","GRCh38.p7-Primary Assembly","-",""
"2097160",9606,"3",63423596,63550051,"-","NC_000003.12",63423596,63550051,"-","SYNPR-AS1","GeneID:100874016","GENE","GRCh38.p7-Primary Assembly","-",""
"1226625",9606,"17",19296596,19306261,"-","NC_000017.11",19296596,19306261,"-","EPN2-AS1","GeneID:100874018","GENE","GRCh38.p7-Primary Assembly","-",""
"2184934",9606,"3",183548735,183552326,"+","NC_000003.12",183548735,183552326,"+","KLHL6-AS1","GeneID:100874019","GENE","GRCh38.p7-Primary Assembly","-",""
"2716120",9606,"7",79008988,79012277,"+","NC_000007.14",79008988,79012277,"+","MAGI2-AS2","GeneID:100874021","GENE","GRCh38.p7-Primary Assembly","-",""
"2193536",9606,"3",189238686,189240594,"-","NC_000003.12",189238686,189240594,"-","TPRG1-AS2","GeneID:100874027","GENE","GRCh38.p7-Primary Assembly","-",""
"2026889",9606,"3",20174286,20186115,"+","NC_000003.12",20174286,20186115,"+","SGO1-AS1","GeneID:100874028","GENE","GRCh38.p7-Primary Assembly","-",""
"2125305",9606,"3",113403998,113433992,"+","NC_000003.12",113403998,113433992,"+","CFAP44-AS1","GeneID:100874029","GENE","GRCh38.p7-Primary Assembly","-",""
"1588420",9606,"2",27049683,27050264,"-","NC_000002.12",27049683,27050264,"-","AGBL5-AS1","GeneID:100874031","GENE","GRCh38.p7-Primary Assembly","-",""
"2014485",9606,"3",9947404,9954787,"+","NC_000003.12",9947404,9954787,"+","PRRT3-AS1","GeneID:100874032","GENE","GRCh38.p7-Primary Assembly","-",""
"2106822",9606,"3",85799987,85828050,"-","NC_000003.12",85799987,85828050,"-","CADM2-AS2","GeneID:100874037","GENE","GRCh38.p7-Primary Assembly","-",""
"2097371",9606,"3",63860645,63861819,"+","NC_000003.12",63860645,63861819,"+","THOC7-AS1","GeneID:100874039","GENE","GRCh38.p7-Primary Assembly","-",""
"2671380",9606,"7",20141916,20153531,"+","NC_000007.14",20141916,20153531,"+","MACC1-AS1","GeneID:100874041","GENE","GRCh38.p7-Primary Assembly","-",""
"1850853",9606,"20",31567587,31573263,"-","NC_000020.11",31567587,31573263,"-","HM13-AS1","GeneID:100874042","GENE","GRCh38.p7-Primary Assembly","-",""
"2193366",9606,"3",188941715,188947639,"-","NC_000003.12",188941715,188947639,"-","TPRG1-AS1","GeneID:100874043","GENE","GRCh38.p7-Primary Assembly","-",""
"2301026",9606,"4",138309711,138424344,"+","NC_000004.12",138309711,138424344,"+","LINC00499","GeneID:100874047","GENE","GRCh38.p7-Primary Assembly","-",""
"1637321",9606,"2",73957967,73981439,"-","NC_000002.12",73957967,73981439,"-","DGUOK-AS1","GeneID:100874048","GENE","GRCh38.p7-Primary Assembly","-",""
"2810655",9606,"8",20275773,20290458,"+","NC_000008.11",20275773,20290458,"+","LZTS1-AS1","GeneID:100874051","GENE","GRCh38.p7-Primary Assembly","-",""
"2859943",9606,"8",90221488,90387959,"+","NC_000008.11",90221488,90387959,"+","LINC00534","GeneID:100874052","GENE","GRCh38.p7-Primary Assembly","-",""
"582185",9606,"11",96443281,96506876,"-","NC_000011.10",96443281,96506876,"-","JRKL-AS1","GeneID:100874053","GENE","GRCh38.p7-Primary Assembly","-",""
"181833",9606,"1",150515757,150518032,"+","NC_000001.11",150515757,150518032,"+","FALEC","GeneID:100874054","GENE","GRCh38.p7-Primary Assembly","-",""
"1575527",9606,"2",11393981,11403077,"+","NC_000002.12",11393981,11403077,"+","LINC00570","GeneID:100874055","GENE","GRCh38.p7-Primary Assembly","-",""
"3146572",9606,"Y",14793642,14804033,"-","NC_000024.10",14793642,14804033,"-","NLGN4Y-AS1","GeneID:100874056","GENE","GRCh38.p7-Primary Assembly","-",""
"1215557",9606,"17",14029292,14069458,"-","NC_000017.11",14029292,14069458,"-","COX10-AS1","GeneID:100874058","GENE","GRCh38.p7-Primary Assembly","-",""
"796939",9606,"13",29872613,29888405,"-","NC_000013.11",29872613,29888405,"-","LINC00297","GeneID:100874059","GENE","GRCh38.p7-Primary Assembly","-",""
"837355",9606,"13",99690098,99690971,"-","NC_000013.11",99690098,99690971,"-","CLYBL-AS2","GeneID:100874063","GENE","GRCh38.p7-Primary Assembly","-",""
"820494",9606,"13",66825169,66915031,"+","NC_000013.11",66825169,66915031,"+","PCDH9-AS2","GeneID:100874064","GENE","GRCh38.p7-Primary Assembly","-",""
"846716",9606,"13",113351673,113361868,"+","NC_000013.11",113351673,113361868,"+","GRTP1-AS1","GeneID:100874068","GENE","GRCh38.p7-Primary Assembly","-",""
"794952",9606,"13",27125533,27169135,"+","NC_000013.11",27125533,27169135,"+","USP12-AS1","GeneID:100874070","GENE","GRCh38.p7-Primary Assembly","-",""
"794964",9606,"13",27172259,27183503,"+","NC_000013.11",27172259,27183503,"+","USP12-AS2","GeneID:100874071","GENE","GRCh38.p7-Primary Assembly","-",""
"815519",9606,"13",50807855,50849905,"+","NC_000013.11",50807855,50849905,"+","DLEU7-AS1","GeneID:100874074","GENE","GRCh38.p7-Primary Assembly","-",""
"3056587",9606,"X",20139968,20140444,"+","NC_000023.11",20139968,20140444,"+","EIF1AX-AS1","GeneID:100874078","GENE","GRCh38.p7-Primary Assembly","-",""
"2189475",9606,"3",184546714,184556918,"-","NC_000003.12",184546714,184556918,"-","LINC01840","GeneID:100874079","GENE","GRCh38.p7-Primary Assembly","-",""
"839917",9606,"13",102367530,102373666,"+","NC_000013.11",102367530,102373666,"+","FGF14-AS1","GeneID:100874081","GENE","GRCh38.p7-Primary Assembly","-",""
"812365",9606,"13",46852140,46856299,"+","NC_000013.11",46852140,46856299,"+","HTR2A-AS1","GeneID:100874082","GENE","GRCh38.p7-Primary Assembly","-",""
"2169201",9606,"3",156215560,156227883,"-","NC_000003.12",156215560,156227883,"-","KCNAB1-AS2","GeneID:100874083","GENE","GRCh38.p7-Primary Assembly","-",""
"2169311",9606,"3",156441157,156446936,"-","NC_000003.12",156441157,156446936,"-","KCNAB1-AS1","GeneID:100874084","GENE","GRCh38.p7-Primary Assembly","-",""
"1516563",9606,"19",48910930,48918891,"-","NC_000019.10",48910930,48918891,"-","NUCB1-AS1","GeneID:100874085","GENE","GRCh38.p7-Primary Assembly","-",""
"820522",9606,"13",66977389,66985776,"+","NC_000013.11",66977389,66985776,"+","PCDH9-AS3","GeneID:100874086","GENE","GRCh38.p7-Primary Assembly","-",""
"820527",9606,"13",66990886,67002000,"+","NC_000013.11",66990886,67002000,"+","PCDH9-AS4","GeneID:100874087","GENE","GRCh38.p7-Primary Assembly","-",""
"3058981",9606,"X",24650073,24658237,"+","NC_000023.11",24650073,24658237,"+","PCYT1B-AS1","GeneID:100874088","GENE","GRCh38.p7-Primary Assembly","-",""
"2141920",9606,"3",128075810,128079056,"+","NC_000003.12",128075810,128079056,"+","RUVBL1-AS1","GeneID:100874089","GENE","GRCh38.p7-Primary Assembly","-",""
"2016101",9606,"3",11006098,11019224,"-","NC_000003.12",11006098,11019224,"-","SLC6A1-AS1","GeneID:100874090","GENE","GRCh38.p7-Primary Assembly","-",""
"2164240",9606,"3",149377778,149386583,"+","NC_000003.12",149377778,149386583,"+","TM4SF1-AS1","GeneID:100874091","GENE","GRCh38.p7-Primary Assembly","-",""
"2027562",9606,"3",23804024,23806905,"-","NC_000003.12",23804024,23806905,"-","UBE2E1-AS1","GeneID:100874092","GENE","GRCh38.p7-Primary Assembly","-",""
"1916345",9606,"21",39315707,39323218,"+","NC_000021.9",39315707,39323218,"+","BRWD1-AS1","GeneID:100874093","GENE","GRCh38.p7-Primary Assembly","-",""
"2051564",9606,"3",44617128,44624797,"-","NC_000003.12",44617128,44624797,"-","ZNF197-AS1","GeneID:100874094","GENE","GRCh38.p7-Primary Assembly","-",""
"2192214",9606,"3",186851886,186856123,"-","NC_000003.12",186851886,186856123,"-","ADIPOQ-AS1","GeneID:100874095","GENE","GRCh38.p7-Primary Assembly","-",""
"835401",9606,"13",98832084,98834629,"+","NC_000013.11",98832084,98834629,"+","DOCK9-AS1","GeneID:100874096","GENE","GRCh38.p7-Primary Assembly","-",""
"194262",9606,"1",154553609,154555028,"+","NC_000001.11",154553609,154555028,"+","UBE2Q1-AS1","GeneID:100874097","GENE","GRCh38.p7-Primary Assembly","-",""
"2722614",9606,"7",89882353,90211635,"-","NC_000007.14",89882353,90211635,"-","STEAP2-AS1","GeneID:100874100","GENE","GRCh38.p7-Primary Assembly","-",""
"2019796",9606,"3",13476987,13480053,"-","NC_000003.12",13476987,13480053,"-","HDAC11-AS1","GeneID:100874101","GENE","GRCh38.p7-Primary Assembly","-",""
"3122004",9606,"X",132667642,132669888,"+","NC_000023.11",132667642,132669888,"+","HS6ST2-AS1","GeneID:100874102","GENE","GRCh38.p7-Primary Assembly","-",""
"796751",9606,"13",29476515,29487750,"-","NC_000013.11",29476515,29487750,"-","MTUS2-AS1","GeneID:100874107","GENE","GRCh38.p7-Primary Assembly","-",""
"2077780",9606,"3",52288580,52289733,"-","NC_000003.12",52288580,52289733,"-","GLYCTK-AS1","GeneID:100874110","GENE","GRCh38.p7-Primary Assembly","-",""
"1686295",9606,"2",119244422,119249071,"-","NC_000002.12",119244422,119249071,"-","STEAP3-AS1","GeneID:100874111","GENE","GRCh38.p7-Primary Assembly","-",""
"2050074",9606,"3",42732575,42745158,"+","NC_000003.12",42732575,42745158,"+","CCDC13-AS1","GeneID:100874114","GENE","GRCh38.p7-Primary Assembly","-",""
"2121617",9606,"3",111676266,111677433,"-","NC_000003.12",111676266,111677433,"-","PLCXD2-AS1","GeneID:100874115","GENE","GRCh38.p7-Primary Assembly","-",""
"3124147",9606,"X",135520083,135520674,"-","NC_000023.11",135520083,135520674,"-","INTS6L-AS1","GeneID:100874118","GENE","GRCh38.p7-Primary Assembly","-",""
"3071409",9606,"X",48056310,48066583,"+","NC_000023.11",48056310,48066583,"+","ZNF630-AS1","GeneID:100874120","GENE","GRCh38.p7-Primary Assembly","-",""
"3106483",9606,"X",107512983,107545821,"-","NC_000023.11",107512983,107545821,"-","FRMPD3-AS1","GeneID:100874122","GENE","GRCh38.p7-Primary Assembly","-",""
"1956768",9606,"22",29024999,29031476,"-","NC_000022.11",29024999,29031476,"-","ZNRF3-AS1","GeneID:100874123","GENE","GRCh38.p7-Primary Assembly","-",""
"828726",9606,"13",78787319,78840050,"-","NC_000013.11",78787319,78840050,"-","LINC00331","GeneID:100874126","GENE","GRCh38.p7-Primary Assembly","-",""
"805745",9606,"13",40181809,40189030,"+","NC_000013.11",40181809,40189030,"+","LINC00332","GeneID:100874127","GENE","GRCh38.p7-Primary Assembly","-",""
"830533",9606,"13",84140602,84606768,"+","NC_000013.11",84140602,84606768,"+","LINC00333","GeneID:100874128","GENE","GRCh38.p7-Primary Assembly","-",""
"809309",9606,"13",43448852,43459488,"+","NC_000013.11",43448852,43459488,"+","ENOX1-AS2","GeneID:100874130","GENE","GRCh38.p7-Primary Assembly","-",""
"2127747",9606,"3",115100423,115103061,"+","NC_000003.12",115100423,115103061,"+","ZBTB20-AS4","GeneID:100874131","GENE","GRCh38.p7-Primary Assembly","-",""
"786663",9606,"13",19587118,19588490,"+","NC_000013.11",19587118,19588490,"+","LINC00350","GeneID:100874136","GENE","GRCh38.p7-Primary Assembly","-",""
"830713",9606,"13",85363603,85544662,"+","NC_000013.11",85363603,85544662,"+","LINC00351","GeneID:100874137","GENE","GRCh38.p7-Primary Assembly","-",""
"831075",9606,"13",89548794,89564413,"-","NC_000013.11",89548794,89564413,"-","LINC00353","GeneID:100874139","GENE","GRCh38.p7-Primary Assembly","-",""
"820018",9606,"13",62003525,62029548,"-","NC_000013.11",62003525,62029548,"-","LINC00358","GeneID:100874143","GENE","GRCh38.p7-Primary Assembly","-",""
"820609",9606,"13",67372387,67379994,"+","NC_000013.11",67372387,67379994,"+","LINC00364","GeneID:100874145","GENE","GRCh38.p7-Primary Assembly","-",""
"796997",9606,"13",30103178,30108875,"-","NC_000013.11",30103178,30108875,"-","LINC00365","GeneID:100874146","GENE","GRCh38.p7-Primary Assembly","-",""
"805148",9606,"13",38567724,38579516,"+","NC_000013.11",38567724,38579516,"+","LINC00366","GeneID:100874147","GENE","GRCh38.p7-Primary Assembly","-",""
"831259",9606,"13",91127613,91211698,"-","NC_000013.11",91127613,91211698,"-","LINC00379","GeneID:100874150","GENE","GRCh38.p7-Primary Assembly","-",""
"822412",9606,"13",74419173,74435159,"+","NC_000013.11",74419173,74435159,"+","LINC00381","GeneID:100874151","GENE","GRCh38.p7-Primary Assembly","-",""
"821956",9606,"13",73564244,73587879,"+","NC_000013.11",73564244,73587879,"+","LINC00392","GeneID:100874155","GENE","GRCh38.p7-Primary Assembly","-",""
"820185",9606,"13",63667682,63738018,"-","NC_000013.11",63667682,63738018,"-","LINC00395","GeneID:100874157","GENE","GRCh38.p7-Primary Assembly","-",""
"797361",9606,"13",30803206,30810645,"+","NC_000013.11",30803206,30810645,"+","LINC00398","GeneID:100874158","GENE","GRCh38.p7-Primary Assembly","-",""
"808966",9606,"13",43113165,43159466,"+","NC_000013.11",43113165,43159466,"+","LINC00400","GeneID:100874159","GENE","GRCh38.p7-Primary Assembly","-",""
"838923",9606,"13",100939520,100944364,"-","NC_000013.11",100939520,100944364,"-","LINC00411","GeneID:100874161","GENE","GRCh38.p7-Primary Assembly","-",""
"786289",9606,"13",18738100,18740099,"-","NC_000013.11",18738100,18740099,"-","LINC00417","GeneID:100874164","GENE","GRCh38.p7-Primary Assembly","-",""
"799798",9606,"13",32809190,32911652,"-","NC_000013.11",32809190,32911652,"-","LINC00423","GeneID:100874167","GENE","GRCh38.p7-Primary Assembly","-",""
"831003",9606,"13",88540829,88545509,"+","NC_000013.11",88540829,88545509,"+","LINC00433","GeneID:100874168","GENE","GRCh38.p7-Primary Assembly","-",""
"819434",9606,"13",60214347,60268104,"-","NC_000013.11",60214347,60268104,"-","LINC00434","GeneID:100874169","GENE","GRCh38.p7-Primary Assembly","-",""
"831039",9606,"13",89235291,89280240,"+","NC_000013.11",89235291,89280240,"+","LINC00440","GeneID:100874172","GENE","GRCh38.p7-Primary Assembly","-",""
"841227",9606,"13",106653880,106672180,"+","NC_000013.11",106653880,106672180,"+","LINC00443","GeneID:100874173","GENE","GRCh38.p7-Primary Assembly","-",""
"828401",9606,"13",78012883,78053595,"+","NC_000013.11",78012883,78053595,"+","LINC00446","GeneID:100874175","GENE","GRCh38.p7-Primary Assembly","-",""
"820050",9606,"13",62672285,62807359,"-","NC_000013.11",62672285,62807359,"-","LINC00448","GeneID:100874176","GENE","GRCh38.p7-Primary Assembly","-",""
"800546",9606,"13",34435450,34640685,"-","NC_000013.11",34435450,34640685,"-","LINC00457","GeneID:100874179","GENE","GRCh38.p7-Primary Assembly","-",""
"790938",9606,"13",21872796,21878160,"-","NC_000013.11",21872796,21878160,"-","LINC00424","GeneID:100874182","GENE","GRCh38.p7-Primary Assembly","-",""
"400130",9606,"10",91045808,91062159,"+","NC_000010.11",91045808,91062159,"+","LINC00502","GeneID:100874184","GENE","GRCh38.p7-Primary Assembly","-",""
"881305",9606,"14",51454512,51599952,"-","NC_000014.9",51454512,51599952,"-","FRMD6-AS2","GeneID:100874185","GENE","GRCh38.p7-Primary Assembly","-",""
"831135",9606,"13",90060247,90119717,"-","NC_000013.11",90060247,90119717,"-","LINC00559","GeneID:100874187","GENE","GRCh38.p7-Primary Assembly","-",""
"804800",9606,"13",38050817,38143232,"-","NC_000013.11",38050817,38143232,"-","LINC00571","GeneID:100874188","GENE","GRCh38.p7-Primary Assembly","-",""
"1900176",9606,"21",14582202,14598303,"+","NC_000021.9",14582202,14598303,"+","SAMSN1-AS1","GeneID:100874190","GENE","GRCh38.p7-Primary Assembly","-",""
"832490",9606,"13",95479444,95533910,"-","NC_000013.11",95479444,95533910,"-","CLDN10-AS1","GeneID:100874194","GENE","GRCh38.p7-Primary Assembly","-",""
"819267",9606,"13",60012718,60044357,"+","NC_000013.11",60012718,60044357,"+","DIAPH3-AS1","GeneID:100874195","GENE","GRCh38.p7-Primary Assembly","-",""
"819387",9606,"13",60144698,60153505,"+","NC_000013.11",60144698,60153505,"+","DIAPH3-AS2","GeneID:100874196","GENE","GRCh38.p7-Primary Assembly","-",""
"1987880",9606,"22",43516254,43536605,"+","NC_000022.11",43516254,43536605,"+","EFCAB6-AS1","GeneID:100874197","GENE","GRCh38.p7-Primary Assembly","-",""
"556554",9606,"11",70631094,70635490,"+","NC_000011.10",70631094,70635490,"+","SHANK2-AS1","GeneID:100874198","GENE","GRCh38.p7-Primary Assembly","-",""
"2088524",9606,"3",56940040,56960854,"+","NC_000003.12",56940040,56960854,"+","ARHGEF3-AS1","GeneID:100874200","GENE","GRCh38.p7-Primary Assembly","-",""
"2128724",9606,"3",119226486,119235141,"+","NC_000003.12",119226486,119235141,"+","B4GALT4-AS1","GeneID:100874201","GENE","GRCh38.p7-Primary Assembly","-",""
"842222",9606,"13",110502576,110508179,"-","NC_000013.11",110502576,110508179,"-","COL4A2-AS1","GeneID:100874203","GENE","GRCh38.p7-Primary Assembly","-",""
"2139485",9606,"3",126103640,126108069,"+","NC_000003.12",126103640,126108069,"+","ALDH1L1-AS1","GeneID:100874204","GENE","GRCh38.p7-Primary Assembly","-",""
"844655",9606,"13",112745449,112754731,"-","NC_000013.11",112745449,112754731,"-","ATP11A-AS1","GeneID:100874205","GENE","GRCh38.p7-Primary Assembly","-",""
"2032834",9606,"3",31704213,31721586,"+","NC_000003.12",31704213,31721586,"+","OSBPL10-AS1","GeneID:100874206","GENE","GRCh38.p7-Primary Assembly","-",""
"2110159",9606,"3",98714333,98732651,"-","NC_000003.12",98714333,98732651,"-","ST3GAL6-AS1","GeneID:100874207","GENE","GRCh38.p7-Primary Assembly","-",""
"829787",9606,"13",79477364,79481231,"-","NC_000013.11",79477364,79481231,"-","NDFIP2-AS1","GeneID:100874208","GENE","GRCh38.p7-Primary Assembly","-",""
"3064339",9606,"X",38801248,38803883,"-","NC_000023.11",38801248,38803883,"-","MID1IP1-AS1","GeneID:100874211","GENE","GRCh38.p7-Primary Assembly","-",""
"825273",9606,"13",77075514,77087776,"+","NC_000013.11",77075514,77087776,"+","MYCBP2-AS1","GeneID:100874212","GENE","GRCh38.p7-Primary Assembly","-",""
"2199040",9606,"3",196318332,196325570,"+","NC_000003.12",196318332,196325570,"+","TM4SF19-AS1","GeneID:100874214","GENE","GRCh38.p7-Primary Assembly","-",""
